"","AF293.Hypoxia.r1","AF293.Hypoxia.r2","AF293.Hypoxia.r3","Delta_eefA_AF293.Hypoxia.r1","Delta_eefA_AF293.Hypoxia.r2","Delta_eefA_AF293.Hypoxia.r3","eefA_OE.Hypoxia.r1","eefA_OE.Hypoxia.r2","eefA_OE.Hypoxia.r3","eefA_REV.Hypoxia.r1","eefA_REV.Hypoxia.r3","EVOL.Hypoxia.r1","EVOL.Hypoxia.r2","EVOL.Hypoxia.r3"
"Afu4g04605-T",29,5,23,6,5,28,2,5,6,4,8,3,7,7
"Afu4g04612-T",342,156,245,247,136,421,95,159,207,160,200,136,107,74
"Afu4g04620-T",1341,474,893,792,473,1291,253,419,454,344,548,564,459,323
"Afu4g04630-T",196,69,111,126,79,188,37,67,89,65,120,79,53,72
"Afu4g04640-T",5579,4592,5387,6245,8421,9072,3852,7513,8019,5873,14711,3325,2914,3196
"Afu4g04650-T",267,195,179,243,190,350,242,269,345,226,489,308,230,278
"Afu4g04660-T",4174,1929,2898,3074,3022,5515,1498,2140,2673,1355,3259,1795,1479,1210
"Afu4g04670-T",5636,2735,3932,4085,2594,7394,2392,2916,3043,1526,2044,1441,1279,981
"Afu4g04680-T",1202,377,793,671,381,1074,317,504,468,364,648,723,570,531
"Afu4g04690-T",104,35,59,56,40,68,19,36,24,53,68,47,35,39
"Afu4g04700-T",10,6,6,10,8,15,2,3,7,7,16,17,16,4
"Afu4g04710-T",668,351,511,531,356,1086,348,486,506,457,585,18,19,14
"Afu4g04715-T",85,9,26,34,15,66,7,15,24,9,28,16,15,12
"Afu4g04720-T",154,60,112,78,53,156,38,106,63,103,174,130,119,100
"Afu4g04730-T",263,142,206,228,194,290,75,99,119,107,170,67,56,42
"Afu4g04740-T",860,391,491,670,558,768,215,438,460,440,688,1127,1046,756
"Afu4g04745-T",52,22,41,33,39,54,10,34,44,25,39,61,60,34
"Afu4g04750-T",947,408,630,633,436,958,292,431,529,399,521,671,556,400
"Afu4g04760-T",766,463,516,769,467,751,243,357,345,411,588,548,481,316
"Afu4g04800-T",114,42,52,89,49,99,31,58,53,105,122,136,112,78
"Afu4g04810-T",302,65,167,129,64,248,40,92,112,58,89,90,57,56
"Afu4g04815-T",2098,743,1225,1153,839,2169,556,854,1086,423,747,757,587,399
"Afu4g04820-T",10269,3490,5805,6297,5578,10752,1455,2140,3239,1594,3041,1917,1445,1054
"Afu4g05830-T",263,68,153,126,80,231,39,87,78,60,105,126,108,94
"Afu4g05840-T",450,169,298,274,109,373,98,153,131,152,223,245,235,151
"Afu4g05850-T",134,76,105,91,70,114,37,54,78,47,57,41,32,33
"Afu4g05855-T",48,19,25,33,25,59,9,19,31,26,45,53,42,41
"Afu4g05860-T",1883,704,1026,1265,946,1972,589,886,1166,775,1275,2166,1652,1218
"Afu4g05870-T",58,38,49,113,71,59,19,31,42,29,44,24,23,14
"Afu4g05880-T",84,23,41,58,34,40,32,139,88,154,234,410,369,310
"Afu4g05890-T",72,25,32,35,18,57,23,26,36,39,49,28,21,29
"Afu4g05900-T",999,383,481,683,457,1270,943,1571,1791,843,952,22,29,26
"Afu4g05910-T",1322,501,910,916,707,1470,391,512,759,417,718,1028,866,602
"Afu4g05915-T",519,205,276,442,351,579,410,534,702,247,410,370,327,213
"Afu4g05920-T",176,37,74,95,86,137,104,180,232,90,229,354,268,218
"Afu4g05930-T",139,47,95,75,39,96,14,25,31,31,41,35,38,25
"Afu4g05940-T",360,114,238,167,117,283,31,48,73,53,74,74,56,30
"Afu4g05950-T",639,195,384,363,241,515,160,271,373,214,332,540,413,315
"Afu4g05960-T",45,14,32,21,16,50,9,20,18,15,25,16,15,9
"Afu4g05970-T",73,36,60,40,30,81,15,42,33,25,55,28,28,25
"Afu4g05980-T",354,157,232,241,162,459,93,128,147,76,127,72,65,33
"Afu4g05985-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g05990-T",135,51,82,95,48,118,29,40,57,51,47,54,44,35
"Afu4g06000-T",331,115,195,232,101,262,87,186,195,175,213,375,300,202
"Afu4g06010-T",328,210,231,315,171,386,186,240,220,293,380,567,492,328
"Afu4g06020-T",337,148,227,246,143,432,43,80,49,179,185,243,210,217
"Afu4g06030-T",472,237,275,333,189,553,235,375,273,340,446,297,240,243
"Afu4g06040-T",245,130,164,218,128,317,164,273,179,314,508,519,386,409
"Afu4g06050-T",1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g06060-T",81,27,64,80,40,77,20,37,23,54,46,41,35,22
"Afu4g06070-T",517,201,364,376,284,553,206,350,342,304,532,489,369,364
"Afu4g06080-T",117,67,91,98,89,156,28,40,50,44,66,23,9,13
"Afu4g06085-T",81,39,44,64,63,79,15,15,10,24,53,32,38,27
"Afu4g06090-T",459,209,292,286,201,446,106,185,194,111,177,210,156,119
"Afu4g06100-T",148,56,120,113,94,192,67,82,113,70,79,87,52,55
"Afu4g06110-T",8,3,0,12,8,7,0,2,0,0,3,1,1,2
"Afu4g06120-T",130,57,82,71,45,130,21,63,43,53,89,122,96,85
"Afu4g06130-T",228,102,171,133,90,260,55,83,94,70,116,63,36,50
"Afu4g06140-T",923,330,640,527,261,961,141,242,224,165,261,182,132,116
"Afu4g06150-T",82,40,70,56,23,76,22,33,36,41,48,20,21,25
"Afu4g06160-T",61,20,58,50,21,76,33,124,114,135,202,204,162,162
"Afu4g06170-T",93,30,42,43,20,99,10,17,15,27,40,121,76,72
"Afu4g06180-T",339,149,250,248,147,412,86,140,155,136,220,98,80,75
"Afu4g06190-T",55,14,32,22,24,61,4,14,13,9,16,4,3,5
"Afu4g06200-T",560,191,357,220,170,633,143,150,227,71,128,86,70,70
"Afu4g06210-T",545,149,327,236,118,610,129,170,189,53,107,76,71,50
"Afu4g06220-T",438,239,247,393,371,478,263,689,898,338,860,253,225,196
"Afu4g06230-T",189,79,129,90,63,222,61,103,99,52,98,35,31,33
"Afu4g06240-T",62,21,37,17,14,55,7,6,10,6,2,12,4,11
"Afu4g06250-T",15,3,7,10,5,11,5,38,36,75,88,43,21,39
"Afu4g06260-T",3,1,1,1,1,7,0,7,7,8,14,5,3,1
"Afu4g06275-T",42,13,26,19,14,50,6,4,8,6,9,5,7,3
"Afu4g06290-T",12,4,10,6,4,9,2,9,10,16,15,14,7,12
"Afu4g06300-T",118,55,70,82,59,130,17,29,47,21,49,23,25,19
"Afu4g06310-T",2,1,2,2,1,3,1,1,5,0,6,3,1,2
"Afu4g06320-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g06330-T",401,180,268,290,227,512,146,216,303,161,270,122,134,87
"Afu4g06340-T",103,43,76,47,33,145,47,54,40,41,59,25,11,17
"Afu4g06350-T",42,14,17,30,20,34,9,42,28,85,104,69,34,47
"Afu4g06360-T",10,4,5,6,7,6,2,7,1,5,2,3,8,6
"Afu4g06370-T",2,0,4,6,0,1,0,0,2,0,0,0,4,5
"Afu4g06380-T",69,12,37,29,7,52,5,12,21,15,17,6,10,6
"Afu4g06390-T",79,19,48,41,24,78,9,28,28,37,53,18,11,14
"Afu4g06400-T",2874,2122,2117,3169,1962,4089,1400,1437,1792,1776,2740,1579,1152,1220
"Afu4g06410-T",1910,914,1230,1667,1130,2516,1110,1537,2159,1061,1612,313,234,162
"Afu4g06420-T",654,330,396,477,324,803,277,359,466,317,525,61,48,47
"Afu4g06430-T",0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Afu4g06450-T",0,6.07703653913869,0,2.64623772234937,2.80605099526469,5.78455585758231,0,0,0,4.85809726265229,2.15534708332126,7.17532352946931,2.35417021291523,0
"Afu4g06460-T",20,5,16,15,16,29,14,13,11,15,15,14,13,9
"Afu4g06480-T",71,31,36,33,21,70,16,20,30,40,64,31,33,31
"Afu4g06490-T",220,104,167,170,102,278,96,150,144,105,173,50,42,60
"Afu4g06500-T",26,7,13,8,14,23,2,4,11,8,15,7,2,9
"Afu4g06510-T",56,17,47,27,18,44,22,32,42,46,61,52,29,37
"Afu4g06520-T",130,46,71,59,40,127,22,53,34,54,85,50,40,43
"Afu4g06530-T",2533,1354,1742,1957,1584,3026,1106,1812,1574,1363,2034,1346,1092,954
"Afu4g06540-T",163,109,92,104,87,203,46,97,77,81,126,118,108,107
"Afu4g06550-T",12,6,8,3,3,7,7,12,9,10,14,16,11,6
"Afu4g06560-T",64,7,28,22,17,59,9,5,21,15,21,25,22,25
"Afu4g06570-T",170,77,159,88,41,142,61,139,108,151,203,74,36,61
"Afu4g06580-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g06590-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g06600-T",416,232,325,355,337,569,515,679,843,387,675,174,171,148
"Afu4g06610-T",35,11,21,16,14,35,47,74,40,20,48,63,45,49
"Afu4g06620-T",2298,2576,2511,3727,4153,3943,3049,6001,4967,5284,8963,3349,2521,2202
"Afu4g06630-T",216,110,192,168,128,264,186,283,270,237,322,295,216,193
"Afu4g06640-T",318,193,300,281,137,469,110,160,158,87,165,150,120,92
"Afu4g06660-T",1,1,1,0,0,2,0,0,0,2,2,0,1,0
"Afu4g06670-T",14190.9973640248,7147,9411,10485.9974934987,5974.99825549427,16602.9977963543,16608,26029.9918031873,21937.9926278438,22802,26532.9932342881,11462.9945535473,9146.9984004632,9450.99801690856
"Afu4g06690-T",374,159,258,231,128,349,197,268,270,281,443,322,230,333
"Afu4g06700-T",657,371,453,526,532,894,339,468,579,567,732,783,725,522
"Afu4g06710-T",23,4,13,9,11,25,0,3,6,5,5,2,1,2
"Afu4g06730-T",43,2,21,22,12,40,8,20,15,10,30,13,6,8
"Afu4g06740-T",371,180,305,307,257,509,107,144,245,157,284,144,123,122
"Afu4g06750-T",176,71,84,103,81,161,51,87,75,67,101,134,85,108
"Afu4g06760-T",744,371,459,553,442,903,499,666,608,515,706,674,513,427
"Afu4g06770-T",506,290,371,369,363,692,417,500,419,401,498,267,267,178
"Afu4g06780-T",770,447,500,605,609,1081,437,468,572,357,644,218,190,161
"Afu4g06790-T",2823,1026,1551,1757,1287,2815,936,1147,1523,1121,1746,1866,1616,954
"Afu4g06800-T",88,60,55,87,57,117,29,43,34,57,70,57,48,25
"Afu4g06810-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g06820-T",17405,11528,13132,15763,11947,22787,11903,15974,14092,21603,30433,24940,22533,17949
"Afu4g06830-T",118,45,65,85,68,116,150,209,173,119,197,106,77,98
"Afu4g06840-T",149,47,106,73,70,118,38,70,99,59,91,57,25,52
"Afu4g06850-T",188,89,134,113,132,279,91,155,131,82,111,68,42,42
"Afu4g06860-T",5,0,1,3,2,3,0,2,1,0,0,1,0,0
"Afu4g06870-T",331,119,233,190,127,317,92,130,115,151,218,121,72,70
"Afu4g06880-T",9,4,4,5,8,10,1,0,2,1,3,0,0,0
"Afu4g06890-T",10218,5724,6661,8461,5573,10910,6439,7746,6742,4714,5961,3494,2497,2312
"Afu4g06900-T",620,309,392,563,314,679,467,781,693,860,1019,2463,1969,1576
"Afu4g06910-T",18969,10735,14459,15611,9576,23474,8953,11113,10503,10036,13856,12173,10612,8413
"Afu4g06920-T",15,5,15,12,8,24,2,10,8,17,12,7,3,6
"Afu4g06930-T",1159,712,766,953,634,1526,433,618,634,492,711,480,505,293
"Afu4g06940-T",2561,1249,1599,2029,1333,3075,896,1453,1430,991,1549,991,745,615
"Afu4g06950-T",1432,766,1069,1062,841,1816,994,1182,1009,1054,1307,905,973,686
"Afu4g06960-T",391,133,211,215,167,391,131,231,216,112,182,37,32,35
"Afu4g06970-T",137,90,94,122,88,170,64,112,113,85,150,118,79,82
"Afu4g06980-T",25,7,12,4,6,22,2,2,2,1,4,3,6,9
"Afu4g06990-T",53,22,41,34,22,60,13,13,15,21,31,25,18,18
"Afu4g07000-T",0,0,1,0,0,0,0,0,0,0,1,0,1,3
"Afu4g07010-T",63,18,39,48,28,72,15,12,22,14,26,58,44,33
"Afu4g07020-T",23,6,13,5,15,22,20,32,50,22,38,15,6,11
"Afu4g07030-T",3137,1634,2001,2397,1736,3193,1104,1038,1160,522,916,837,685,568
"Afu4g07040-T",956,507,729,739,462,1280,138,157,178,144,170,45,43,33
"Afu4g07050-T",330,239,212,392,277,503,149,125,187,94,147,36,24,25
"Afu4g07060-T",606,425,431,598,418,856,629,671,707,491,627,381,289,248
"Afu4g07070-T",74,55,46,94,89,92,73,90,115,51,117,22,27,22
"Afu4g07080-T",196,196,149,295,336,272,88,122,158,120,195,21,18,13
"Afu4g07090-T",108,94,109,112,73,130,50,62,59,66,113,16,6,11
"Afu4g07100-T",262,195,161,245,205,241,135,267,244,196,340,117,88,87
"Afu4g07110-T",367,135,211,231,127,402,104,164,190,116,169,144,103,87
"Afu4g07120-T",60,23,42,43,16,53,6,17,19,14,29,31,14,14
"Afu4g07130-T",186,58,131,104,37,159,71,107,91,56,55,31,31,29
"Afu4g07140-T",95,34,46,50,20,82,9,28,18,52,60,24,31,20
"Afu4g07150-T",6616,2955,4084,4952,4279,7985,3076,4123,5313,4013,6801,6001,5723,3862
"Afu4g07160-T",245,145,137,243,176,272,116,256,252,231,363,250,206,171
"Afu4g07170-T",1544,1136,1121,1577,1069,2097,1057,1615,1532,1263,1923,866,748,629
"Afu4g07180-T",266,122,172,228,152,356,107,183,209,111,232,176,122,102
"Afu4g07190-T",532,225,332,347,231,533,203,300,244,199,314,944,709,536
"Afu4g07200-T",191,81,162,142,59,236,41,52,59,43,41,34,37,20
"Afu4g07210-T",621,316,384,537,323,619,215,271,353,426,456,902,678,545
"Afu4g07220-T",97,30,44,48,26,66,30,73,40,78,108,105,67,88
"Afu4g07230-T",63,36,53,40,40,73,30,62,50,55,82,122,85,76
"Afu4g07240-T",149,76,80,118,92,170,59,89,112,77,111,33,33,30
"Afu4g07250-T",34,11,30,22,7,29,4,27,13,32,33,16,6,16
"Afu4g07260-T",604,283,443,403,307,736,147,203,240,252,356,157,108,117
"Afu4g07270-T",137,78,95,109,97,246,32,35,59,47,52,43,43,38
"Afu4g07280-T",2811,773,2042,1372,1178,4403,236,232,343,454,532,314,321,307
"Afu4g07290-T",13,2,9,10,3,14,2,2,2,3,4,1,2,2
"Afu4g07300-T",9189,4779,6957,6296,4018,10791,3771,5482,5065,6862,9884,6265,5150,4995
"Afu4g07310-T",446,227,243,348,200,509,110,156,172,89,161,36,29,23
"Afu4g07320-T",263,117,174,149,81,284,44,90,114,67,129,91,69,42
"Afu4g07330-T",326,157,213,204,156,378,106,163,187,134,200,187,152,121
"Afu4g07340-T",575,243,463,331,246,643,138,298,271,261,492,247,207,172
"Afu4g07350-T",141,156,92,214,160,187,96,107,143,135,250,75,40,48
"Afu4g07360-T",20422,9914,13682,14248,7834,23190,5122,7451,6631,11235,13050,21001,16015,11350
"Afu4g07370-T",29,19,15,23,22,26,4,9,6,12,8,7,7,10
"Afu4g07380-T",138,64,73,76,33,115,32,61,55,33,60,35,21,30
"Afu4g07390-T",471,248,328,365,294,566,134,198,278,162,258,299,252,186
"Afu4g07400-T",210,70,139,106,52,170,32,80,62,53,92,34,19,20
"Afu4g07410-T",69,14,41,32,18,76,3,6,12,2,14,3,2,6
"Afu4g07420-T",1235,504,810,832,593,1372,309,411,559,328,642,370,287,175
"Afu4g07430-T",333,158,234,217,158,363,136,196,191,143,227,138,73,84
"Afu4g07435-T",4552,2020,2247,2807,1955,3859,1539,2146,1808,2205,3867,5107,3674,3683
"Afu4g07440-T",433,162,292,301,200,581,85,114,129,77,101,38,44,26
"Afu4g07450-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g07460-T",245,105,201,141,99,261,48,84,92,109,111,81,69,62
"Afu4g07467-T",34,17,14,19,17,33,2,3,3,6,2,2,3,1
"Afu4g07490-T",105,41,57,68,42,92,37,64,57,64,92,56,40,53
"Afu4g07500-T",18,8,7,7,13,10,8,19,33,54,78,41,29,30
"Afu4g07510-T",296,113,181,151,93,271,47,63,95,80,136,94,84,58
"Afu4g07520-T",72,29,39,53,17,75,6,33,20,35,45,20,15,8
"Afu4g07530-T",89,29,57,55,22,94,21,38,30,25,34,16,13,18
"Afu4g07540-T",83,47,42,97,45,77,16,73,63,131,145,136,83,92
"Afu4g07550-T",210,88,118,150,84,208,70,88,102,71,129,75,57,58
"Afu4g07560-T",220,106,190,160,84,224,82,149,106,123,141,140,100,86
"Afu4g07570-T",108,64,68,109,101,161,38,44,51,68,100,99,88,73
"Afu4g07580-T",920,398,457,748,416,789,486,596,557,758,909,2152,1744,1580
"Afu4g07590-T",514,237,390,317,202,638,146,223,203,145,238,243,178,157
"Afu4g07600-T",27,5,11,11,7,16,2,21,14,14,44,26,18,19
"Afu4g07605-T",74,33,56,72,31,81,11,37,38,38,67,101,73,42
"Afu4g07610-T",289,101,164,152,63,272,73,120,117,115,158,119,91,77
"Afu4g07620-T",349,119,255,216,166,404,87,176,165,90,173,100,106,71
"Afu4g07630-T",15,3,6,12,4,10,3,18,14,61,39,33,13,27
"Afu4g07640-T",50,15,30,50,17,53,7,25,25,17,40,39,34,21
"Afu4g07650-T",202,60,156,137,63,219,17,52,47,47,67,55,40,34
"Afu4g07660-T",176,136,123,176,119,236,149,304,254,473,607,234,145,213
"Afu4g07670-T",154,56,100,118,68,181,34,71,86,75,117,85,71,74
"Afu4g07680-T",2994,1277,2008,2088,1611,4010,1116,1680,1845,1216,1948,952,767,635
"Afu4g07690-T",568,276,431,443,202,585,97,154,129,218,291,305,239,227
"Afu4g07700-T",4040,2006,2918,2914,1430,4234,1521,2270,2185,1706,2438,1293,934,778
"Afu4g07710-T",508,293,353,403,226,706,161,271,251,293,408,289,219,221
"Afu4g07720-T",112,83,97,96,113,133,45,39,52,35,58,7,10,4
"Afu4g07725-T",137,99,114,192,251,220,54,61,129,64,163,7,3,6
"Afu4g07730-T",3548,1581,1810,2087,1714,3571,867,1340,1431,1664,2230,3459,2787,2333
"Afu4g07740-T",502,197,287,299,160,475,93,134,140,159,237,112,57,80
"Afu4g07750-T",184,69,84,123,52,127,22,37,49,43,63,108,82,61
"Afu4g07760-T",327,163,263,220,187,477,95,153,167,75,118,67,44,56
"Afu4g07770-T",187,78,177,126,55,243,45,42,89,48,102,25,18,23
"Afu4g07780-T",12,10,16,10,5,16,6,11,9,16,40,6,1,6
"Afu4g07790-T",122,61,95,67,60,138,33,42,46,63,89,37,33,25
"Afu4g07800-T",95,35,75,64,28,104,15,40,42,17,51,25,17,16
"Afu4g07810-T",7,6,5,6,3,11,2,6,4,6,8,2,0,1
"Afu4g07820-T",129,65,83,99,46,133,43,97,75,89,110,133,103,111
"Afu4g07835-T",4,0,3,2,1,1,4,7,14,7,11,6,11,8
"Afu4g07845-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g07850-T",15,8,17,11,11,26,4,4,6,0,3,1,1,3
"Afu4g07860-T",483,75,218,162,88,510,76,160,197,117,229,9,17,7
"Afu4g07870-T",217,57,131,108,65,279,55,111,98,63,113,55,61,40
"Afu4g07880-T",45,19,38,24,26,65,9,23,23,11,21,12,11,15
"Afu4g07890-T",1036,591,694,919,788,1490,521,835,883,359,699,117,95,83
"Afu4g07900-T",108,54,85,67,75,118,40,55,55,41,86,8,13,18
"Afu4g07910-T",399,134,275,216,94,354,67,123,132,101,178,169,113,100
"Afu4g07920-T",10,4,3,7,8,9,2,2,2,2,6,2,6,2
"Afu4g07930-T",201,66,112,124,71,178,38,90,51,61,80,52,44,59
"Afu4g07940-T",14,5,7,6,8,18,1,5,2,2,7,10,2,2
"Afu4g07950-T",35,20,24,26,16,30,3,5,14,8,24,16,13,6
"Afu4g07960-T",1,1,4,2,1,2,0,0,1,0,3,0,2,0
"Afu4g07970-T",56,26,35,30,9,54,12,20,16,18,46,36,18,46
"Afu4g07980-T",49,21,17,41,14,72,18,27,33,16,26,3,0,1
"Afu4g07990-T",59,22,52,28,16,50,15,28,47,41,54,19,9,15
"Afu4g08010-T",216,98,148,142,77,212,75,176,179,298,410,239,181,212
"Afu4g08020-T",218,105,136,136,97,228,59,85,81,72,101,65,41,37
"Afu4g08030-T",2512,1194,1559,1649,1019,2516,854,1284,1248,1043,1369,1207,886,662
"Afu4g08040-T",437,210,304,328,178,528,171,193,211,114,170,76,66,48
"Afu4g08050-T",879,405,667,640,448,1166,338,493,509,326,481,287,207,179
"Afu4g08060-T",71,29,54,42,22,81,18,36,18,39,57,51,40,44
"Afu4g08070-T",296,119,228,194,89,320,53,133,78,99,147,180,113,91
"Afu4g08080-T",264,110,182,222,140,293,96,156,198,71,139,34,21,15
"Afu4g08090-T",154,74,83,116,67,137,43,90,69,63,93,46,35,40
"Afu4g08100-T",47,23,29,41,16,46,16,35,26,40,28,55,33,43
"Afu4g08110-T",330,151,211,252,119,359,158,228,244,368,365,680,617,341
"Afu4g08120-T",19,12,6,12,6,20,4,5,9,7,10,6,4,3
"Afu4g08130-T",1303,393,675,739,499,1259,273,336,513,281,495,442,387,252
"Afu4g08140-T",688,385,413,592,470,784,299,547,555,510,775,403,321,277
"Afu4g08150-T",0,0,0,0,0,1,1,0,0,0,0,0,0,0
"Afu4g08160-T",5,0,1,4,2,2,0,0,0,0,2,1,0,1
"Afu4g08170-T",203,98,163,166,101,303,55,118,121,71,73,9,6,5
"Afu4g08180-T",8,3,0,3,4,9,1,11,7,9,8,0,9,6
"Afu4g08190-T",111,42,53,76,39,78,28,88,80,184,263,120,76,132
"Afu4g08200-T",29,8,31,16,8,23,9,21,25,32,56,24,9,14
"Afu4g08210-T",5,3,5,1,2,6,0,1,0,3,2,3,3,3
"Afu4g08220-T",0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Afu4g08230-T",1,0,0,1,0,1,3,0,0,1,1,0,4,2
"Afu4g08240-T",525,228,484,384,282,828,280,308,335,326,475,212,199,244
"Afu4g08250-T",2351,1046,1504,1663,1184,2970,637,882,1000,889,1383,729,635,472
"Afu4g08260-T",97,29,63,73,48,146,12,19,28,19,64,63,78,45
"Afu4g08270-T",79,40,58,80,65,83,42,25,53,40,63,23,18,16
"Afu4g08280-T",123,56,92,104,65,152,34,55,65,45,86,33,27,34
"Afu4g08290-T",53,26,43,34,23,79,18,29,23,26,31,24,31,33
"Afu4g08295-T",3,1,3,1,0,4,0,2,2,0,2,1,1,0
"Afu4g08300-T",87,32,87,62,33,91,22,71,56,51,98,54,42,60
"Afu4g08310-T",19,9,12,23,15,18,5,12,11,4,6,2,0,4
"Afu4g08320-T",263,92,198,160,73,256,51,88,86,85,74,148,133,64
"Afu4g08330-T",1315,680,1098,1017,511,1507,417,526,480,458,607,630,469,482
"Afu4g08340-T",1379,784,962,1080,744,1664,661,907,930,804,1160,882,599,534
"Afu4g08350-T",264,144,167,207,119,310,98,130,148,115,179,159,116,106
"Afu4g08360-T",289,82,106,164,107,276,55,87,130,69,158,170,134,134
"Afu4g08370-T",664,334,251,708,468,1057,110,131,201,202,337,236,187,183
"Afu4g08380-T",339,124,164,253,159,543,8,6,14,29,60,18,16,15
"Afu4g08390-T",7,3,6,5,3,10,1,0,1,1,1,3,0,4
"Afu4g08400-T",2,0,1,2,0,2,0,0,0,1,0,0,0,0
"Afu4g08410-T",40,13,26,24,18,53,0,9,6,3,3,10,1,2
"Afu4g08420-T",34,26,4,52,51,101,3,5,10,11,63,26,7,11
"Afu4g08440-T",52,15,27,27,17,29,14,32,33,27,43,11,7,20
"Afu4g08450-T",8,3,6,4,13,11,7,6,7,3,5,5,3,5
"Afu4g08460-T",59,23,40,42,31,66,16,71,51,68,89,93,74,89
"Afu4g08470-T",93,36,72,71,36,91,39,33,36,36,41,41,22,14
"Afu4g08480-T",3575,1522,2462,2575,1351,3971,1651,2515,2233,1604,2305,1604,1208,1004
"Afu4g08490-T",157,82,97,134,103,196,71,111,144,81,130,118,39,105
"Afu4g08500-T",316,156,287,258,157,354,102,204,179,190,274,122,100,101
"Afu4g08510-T",206,167,130,220,113,204,92,120,122,130,206,194,159,107
"Afu4g08520-T",26,14,22,15,13,16,4,5,10,10,29,11,2,9
"Afu4g08530-T",327,150,217,241,136,354,68,146,131,121,175,129,107,70
"Afu4g08550-T",154,66,119,113,78,230,32,51,62,74,87,84,70,75
"Afu4g08560-T",76,36,42,48,40,100,10,15,18,21,18,11,7,15
"Afu4g08570-T",109,64,84,87,42,95,35,72,60,70,113,48,27,49
"Afu4g08580-T",5824,3111,4127,4136,2255,6857,2767,3159,2995,2295,3217,3174,2897,2576
"Afu4g08590-T",107,33,74,53,30,90,16,25,24,25,41,35,20,42
"Afu4g08600-T",688,263,362,526,306,691,61,118,121,172,351,238,205,160
"Afu4g08610-T",273,121,146,212,158,295,36,63,60,85,142,210,202,117
"Afu4g08620-T",22,7,15,13,9,34,3,12,8,2,9,12,8,8
"Afu4g08630-T",32,3,18,17,5,32,3,10,17,18,21,77,76,80
"Afu4g08634-T",3,0,2,0,1,1,1,1,2,0,2,5,0,0
"Afu4g08640-T",0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Afu4g08650-T",13,9,12,5,5,6,6,17,13,36,34,14,6,7
"Afu4g08660-T",223,127,140,185,113,301,63,99,127,89,102,72,48,43
"Afu4g08680-T",61,33,44,43,17,89,20,71,59,45,62,19,11,20
"Afu4g08690-T",48,6,23,5,3,56,4,6,5,0,3,13,3,6
"Afu4g08700-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g08710-T",5230,2489,3321,4351,2446,5929,935,1670,2316,787,1346,45,26,9
"Afu4g08715-T",57,22,24,34,32,48,20,31,39,32,58,45,40,24
"Afu4g08720-T",755,303,492,404,325,634,304,484,416,364,632,412,295,236
"Afu4g08730-T",270,88,161,124,126,217,80,118,143,118,235,393,234,282
"Afu4g08740-T",183,111,107,146,132,252,88,125,161,71,140,84,56,84
"Afu4g08750-T",77,26,49,50,30,110,19,25,28,21,18,47,35,26
"Afu4g08760-T",19,7,10,18,7,17,13,43,43,36,39,64,38,36
"Afu4g08770-T",204,84,164,132,86,210,54,102,112,83,154,269,219,143
"Afu4g08780-T",265,176,179,278,217,371,143,201,204,193,267,86,52,60
"Afu4g08790-T",186,52,106,79,58,224,32,50,54,47,91,169,113,107
"Afu4g08800-T",47,18,36,21,32,45,26,40,39,25,102,31,11,30
"Afu4g08810-T",170,89,96,120,176,192,100,230,281,170,374,186,155,182
"Afu4g08820-T",79,14,45,40,31,70,8,15,29,6,29,13,5,18
"Afu4g08830-T",211,97,164,136,80,223,33,72,89,89,145,118,107,96
"Afu4g08840-T",35,13,26,26,26,41,8,20,24,20,46,46,36,31
"Afu4g08850-T",8,5,12,7,7,13,0,13,8,12,36,13,15,10
"Afu4g08860-T",0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Afu4g08870-T",0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Afu4g08880-T",1309,378,912,670,401,1423,249,354,379,278,448,355,268,243
"Afu4g08890-T",42,17,25,36,20,51,4,7,11,11,13,6,2,4
"Afu4g08900-T",152,56,86,84,54,165,50,92,88,76,111,50,28,32
"Afu4g08910-T",80,37,54,51,50,90,30,88,76,60,107,54,32,65
"Afu4g08920-T",805,462,562,650,491,955,365,491,448,379,485,182,123,141
"Afu4g08930-T",78,28,36,48,42,111,34,102,105,206,246,191,130,163
"Afu4g08940-T",256,98,120,163,151,214,80,198,132,179,229,321,264,194
"Afu4g08960-T",2701,1326,1936,1747,1567,3368,665,582,535,814,971,74,53,54
"Afu4g08970-T",315,121,208,219,153,387,53,108,98,166,236,277,182,168
"Afu4g08980-T",44,14,26,30,31,65,12,12,26,11,19,22,11,9
"Afu4g08990-T",75,34,51,54,46,123,38,70,63,39,68,29,19,16
"Afu4g09000-T",774,263,410,473,347,714,228,429,494,302,556,501,404,341
